,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
3686,Qorvo,Data Scientist - Hourly,$25 - $27hourly,$25,$27,$25 - $27,$25 - $27,,
3687,Zenith Media,Data Scientist,$87K - $94K,$87K,$94K,$87K - $95K,$87K - $95K,,
3688,Amiigo,Data Scientist,$126K - $137K,$126K,$137K,,,,
3689,SAP,Data Scientist - Hourly Contractor,$26 - $28hourly,$26,$28,,,,
3690,Markel,Data Scientist,$74K - $80K,$74K,$80K,$16 - $17,$16 - $17,,
3691,UCB,Data Scientist,$103K - $111K,$103K,$111K,$102K - $112K,$102K - $112K,,
3692,Sony Pictures Entertainment,Data Scientist - Hourly Intern,$25 - $27hourly,$25,$27,,,,
3693,Guideline,Data Scientist,$128K - $138K,$128K,$138K,$127K - $139K,$127K - $139K,,
3694,NPR,Data Scientist,$154K - $167K,$154K,$167K,$155K - $167K,$155K - $167K,,
3695,Huxley,Data Scientist,$113K - $124K,$113K,$124K,$113K - $122K,$113K - $122K,,
3696,Sorenson Communications,Data Scientist,$54K - $59K,$54K,$59K,$55K - $59K,$55K - $59K,$2K - $2K,
3697,BlueVine,Data Scientist,$137K - $149K,$137K,$149K,$138K - $149K,$138K - $149K,,
3698,ChoiceStream,Data Scientist,$144K - $158K,$144K,$158K,$146K - $156K,$146K - $156K,,
3699,Association of Universities for Research in Astronomy,Data Scientist,$106K - $113K,$106K,$113K,$104K - $115K,$104K - $115K,,
3700,Towers Watson,Data Scientist,$119K - $128K,$119K,$128K,,,,
3701,Whistle,Data Scientist,$115K - $123K,$115K,$123K,$115K - $125K,$115K - $125K,$21K - $22K,
3702,MetroHealth System,Data Scientist,$69K - $74K,$69K,$74K,$69K - $74K,$69K - $74K,,
3703,Carhartt,Data Scientist,$115K - $124K,$115K,$124K,$113K - $123K,$113K - $123K,$8K - $8K,
3704,PetDoors.com,Data Scientist - Hourly,$17 - $18hourly,$17,$18,$16 - $18,$16 - $18,,
3705,Solar Turbines,Data Scientist,$86K - $92K,$86K,$92K,$86K - $92K,$86K - $92K,$9K - $9K,
3706,ExactTarget Marketing Cloud,Data Scientist,$144K - $156K,$144K,$156K,,,,
3707,MAANA,Data Scientist,$124K - $135K,$124K,$135K,$126K - $136K,$126K - $136K,,
3708,DAPCO,Data Scientist,$88K - $96K,$88K,$96K,$88K - $96K,$88K - $96K,,
3709,Introlligent,Data Scientist,$97K - $105K,$97K,$105K,$96K - $104K,$96K - $104K,,
3710,ECS,Data Scientist,$78K - $85K,$78K,$85K,$78K - $85K,$78K - $85K,$5K - $5K,
3711,Rent The Runway,Data Scientist,$86K - $94K,$86K,$94K,$86K - $94K,$86K - $94K,,
3712,Activision Blizzard,Data Scientist - Hourly Intern,$24 - $26hourly,$24,$26,,,,
3713,Hoonuit,Data Scientist - Hourly Intern,$16 - $17hourly,$16,$17,,,,
3714,BMO Harris Bank,Data Scientist,$98K - $107K,$98K,$107K,$24 - $26,$24 - $26,,
3715,Strata Decision Technology,Data Scientist - Hourly Intern,$20 - $21hourly,$20,$21,,,,
3716,World Wildlife Fund,Data Scientist,$84K - $91K,$84K,$91K,$84K - $90K,$84K - $90K,,
3717,North American Corporation,Data Scientist,$119K - $127K,$119K,$127K,$86K - $93K,$86K - $93K,,
3718,Shaw Communications,Data Scientist - Hourly,$64 - $70hourly,$64,$70,$64 - $69,$64 - $69,,
3719,Dato,Data Scientist,$146K - $160K,$146K,$160K,$146K - $161K,$146K - $161K,,
3720,CrossChannel,Data Scientist,$105K - $112K,$105K,$112K,$104K - $113K,$104K - $113K,$10K - $11K,
3721,Centiment,Data Scientist - Hourly Intern,$15 - $17hourly,$15,$17,,,,
3722,Handy,Data Scientist,$103K - $112K,$103K,$112K,$102K - $112K,$102K - $112K,,
3723,Keysight Technologies,Data Scientist - Hourly Intern,$26 - $28hourly,$26,$28,,,,
3724,Adiva Graphics,Data Scientist,$97K - $104K,$97K,$104K,$96K - $104K,$96K - $104K,,
3725,BNSF Railway,Data Scientist - Hourly,$22 - $24hourly,$22,$24,$22 - $24,$22 - $24,,
3726,FlexGen Power Systems,Data Scientist - Intern,$46K - $50K,$46K,$50K,,,,
3727,New York Life,Data Scientist - Hourly Intern,$23 - $25hourly,$23,$25,,,,
3728,Ally Financial,Data Scientist,$79K - $85K,$79K,$85K,$65K - $72K,$65K - $72K,,
3729,Cepheid,Data Scientist,$116K - $126K,$116K,$126K,$116K - $124K,$116K - $124K,,
3730,Glassdoor,Data Scientist,$96K - $105K,$96K,$105K,"$131,736","$10,941","$10,941","$11,144"
3731,OGSystems,Data Scientist,$121K - $131K,$121K,$131K,$121K - $133K,$121K - $133K,,
3732,KEMET,Data Scientist,$67K - $73K,$67K,$73K,$68K - $72K,$68K - $72K,$20K - $22K,
3733,Fareportal,Data Scientist - Hourly Intern,$13 - $14hourly,$13,$14,,,,
3734,IonIdea,Data Scientist,$68K - $73K,$68K,$73K,$67K - $72K,$67K - $72K,,
3735,Impact,Data Scientist - Hourly Intern,$12 - $14hourly,$12,$14,,,,
3736,E. & J. Gallo Winery,Data Scientist,$94K - $102K,$94K,$102K,$95K - $102K,$95K - $102K,,
3737,Homesite Group,Data Scientist - Hourly Intern,$24 - $27hourly,$24,$27,,,,
3738,BloomSky,Data Scientist,$93K - $101K,$93K,$101K,$93K - $100K,$93K - $100K,,
3739,The Honest Company,Data Scientist,$111K - $119K,$111K,$119K,$110K - $120K,$110K - $120K,,
3740,Sony Electronics,Data Scientist,$130K - $140K,$130K,$140K,$130K - $142K,$130K - $142K,,
3741,Finish Line,Data Scientist,$148K - $158K,$148K,$158K,$146K - $159K,$146K - $159K,,
3742,Waymo,Data Scientist,$136K - $147K,$136K,$147K,$136K - $148K,$136K - $148K,,
3743,Hello Innovation,Data Scientist,$103K - $112K,$103K,$112K,$103K - $111K,$103K - $111K,,
3744,DPR Construction,Data Scientist,$142K - $154K,$142K,$154K,$141K - $155K,$141K - $155K,,
3745,Visionworks,Data Scientist,$96K - $105K,$96K,$105K,$95K - $104K,$95K - $104K,,
3746,Sunrun,Data Scientist - Hourly Intern,$31 - $34hourly,$31,$34,,,,
3747,Circle Internet Financial,Data Scientist,$184K - $199K,$184K,$199K,$185K - $200K,$185K - $200K,,
3748,Viasat,Data Scientist - Hourly Intern,$26 - $28hourly,$26,$28,,,,
3749,Sears Home Services,Data Scientist,$64K - $70K,$64K,$70K,$65K - $70K,$65K - $70K,,
3750,Coyote Logistics,Data Scientist - Hourly Intern,$21 - $23hourly,$21,$23,,,,
3751,SVS Technologies,Data Scientist,$93K - $102K,$93K,$102K,$95K - $101K,$95K - $101K,,
3752,Get the Data,Data Scientist,$96K - $104K,$96K,$104K,$95K - $105K,$95K - $105K,,
3753,PanAgora,Data Scientist - Hourly Intern,$25 - $26hourly,$25,$26,,,,
3754,ASICS Digital (formerly Runkeeper),Data Scientist,$98K - $106K,$98K,$106K,$97K - $105K,$97K - $105K,,
3755,Circinus,Data Scientist,$108K - $118K,$108K,$118K,$108K - $117K,$108K - $117K,,
3756,Children's Hospital of Philadelphia,Data Scientist - Monthly Intern,$2K - $2K,$2K,$2K,,,,
3757,Infinite Campus,Data Scientist,$120K - $129K,$120K,$129K,$118K - $130K,$118K - $130K,,
3758,CCRi,Data Scientist - Hourly Intern,$21 - $23hourly,$21,$23,,,,
3759,Snap,Data Scientist - Hourly Contractor,$44 - $48hourly,$44,$48,,,,
3760,The Howard Hughes Corporation,Data Scientist,$100K - $108K,$100K,$108K,$100K - $109K,$100K - $109K,$15K - $16K,
3761,Samsung Research America,Data Scientist - Monthly,$10K - $11K,$10K,$11K,$10K - $11K,$10K - $11K,,
3762,BMW of North America,Data Scientist,$130K - $141K,$130K,$141K,$15,No Reports,,
3763,Endgame,Data Scientist,$112K - $122K,$112K,$122K,$114K - $121K,$114K - $121K,$11K - $12K,
3764,Securian Financial,Data Scientist - Hourly Intern,$19 - $21hourly,$19,$21,,,,
3765,Bounteous,Data Scientist,$84K - $90K,$84K,$90K,$84K - $90K,$84K - $90K,,
3766,Sentry AI,Data Scientist,$104K - $112K,$104K,$112K,$103K - $112K,$103K - $112K,,
3767,Cintas,Data Scientist - Hourly Intern,$15 - $16hourly,$15,$16,,,,
3768,In-Q-Tel,Data Scientist,$139K - $151K,$139K,$151K,$139K - $149K,$139K - $149K,$20K - $22K,
3769,CliniComp,Data Scientist,$102K - $112K,$102K,$112K,$104K - $111K,$104K - $111K,,
3770,DiDi Labs,Data Scientist,$99K - $109K,$99K,$109K,$99K - $108K,$99K - $108K,,
3771,MediaMath,Data Scientist,$104K - $112K,$104K,$112K,$103K - $112K,$103K - $112K,,
3772,StudentUniverse,Data Scientist - Hourly Intern,$13 - $14hourly,$13,$14,,,,
3773,Vizzario,Data Scientist,$109K - $118K,$109K,$118K,$108K - $117K,$108K - $117K,,
3774,Donnelley Financial Solutions (DFIN),Data Scientist,$82K - $90K,$82K,$90K,$83K - $89K,$83K - $89K,,
3775,REX,Data Scientist - Hourly Intern,$40 - $44hourly,$40,$44,,,,
3776,Voya Financial,Data Scientist,$105K - $114K,$105K,$114K,$104K - $114K,$104K - $114K,,
3777,Ford Credit,Data Scientist - Hourly Intern,$28 - $30hourly,$28,$30,,,,
3778,Resideo,Data Scientist,$97K - $104K,$97K,$104K,$97K - $106K,$97K - $106K,,
3779,Tute Genomics,Data Scientist - Hourly Intern,$12 - $13hourly,$12,$13,,,,
3780,IBM,Data Scientist - Monthly Intern,$1K - $1K,$1K,$1K,,,,
3781,Goodyear,Data Scientist,$109K - $116K,$109K,$116K,$109K - $116K,$109K - $116K,$10K - $11K,
3782,The Climate Corp,Data Scientist - Hourly Intern,$36 - $39hourly,$36,$39,,,,
3783,US Department of Treasury,Data Scientist,$96K - $104K,$96K,$104K,$96K - $104K,$96K - $104K,,
3784,E*TRADE Financial,Data Scientist - Hourly Intern,$27 - $29hourly,$27,$29,,,,
3785,L Brands,Data Scientist,$116K - $124K,$116K,$124K,$17 - $19,$17 - $19,,
3786,WestRock,Data Scientist - Hourly Intern,$39 - $42hourly,$39,$42,,,,
3787,IDC Technologies,Data Scientist,$76K - $82K,$76K,$82K,$76K - $82K,$76K - $82K,,
3788,Flint Hills Resources,Data Scientist - Hourly Intern,$29 - $31hourly,$29,$31,,,,
3789,Handshake,Data Scientist - Monthly Intern,$8K - $8K,$8K,$8K,,,,
3790,BlinkAI Technologies,Data Scientist - Hourly,$29 - $31hourly,$29,$31,$29 - $32,$29 - $32,,
3791,Pattern,Data Scientist - Hourly Intern,$25 - $28hourly,$25,$28,,,,
3792,Volkswagen,Data Scientist,$121K - $131K,$121K,$131K,$120K - $131K,$120K - $131K,$1K - $1K,
3793,L.L. Bean,Data Scientist - Hourly Contractor,$72 - $79hourly,$72,$79,,,,
3794,PotentiaMetrics,Data Scientist,$58K - $64K,$58K,$64K,$59K - $64K,$59K - $64K,,$49K - $53K
3795,QUANTCO,Data Scientist,$129K - $142K,$129K,$142K,$129K - $141K,$129K - $141K,$29K - $31K,
3796,Wish,Data Scientist,$141K - $153K,$141K,$153K,$127K - $139K,$127K - $139K,$19K - $21K,$68K - $74K
3797,Langan Engineering and Environmental Services,Data Scientist - Hourly Intern,$23 - $24hourly,$23,$24,,,,
3798,Moovit,Data Scientist,$171K - $188K,$171K,$188K,$172K - $189K,$172K - $189K,,
3799,UC Davis Health,Data Scientist,$77K - $82K,$77K,$82K,$76K - $82K,$76K - $82K,,
3800,Government Employees Health Association,Data Scientist,$68K - $73K,$68K,$73K,$68K - $74K,$68K - $74K,,
3801,Bento,Data Scientist - Monthly Intern,$3K - $3K,$3K,$3K,,,,
3802,Professional Enrollment Concepts,Data Scientist - Hourly Intern,$15 - $16hourly,$15,$16,,,,
3803,SailPoint Technologies,Data Scientist,$84K - $92K,$84K,$92K,$84K - $92K,$84K - $92K,,
3804,ClearObject,Data Scientist - Hourly Intern,$12 - $13hourly,$12,$13,,,,
3805,Launch Consulting,Data Scientist,$127K - $137K,$127K,$137K,$127K - $137K,$127K - $137K,,
3806,ClearRTB,Data Scientist - Hourly,$34 - $37hourly,$34,$37,$34 - $37,$34 - $37,,
3807,Ryzlink,Data Scientist,$87K - $96K,$87K,$96K,$88K - $94K,$88K - $94K,,
3808,Alert Logic,Data Scientist,$113K - $121K,$113K,$121K,$112K - $121K,$112K - $121K,,
3809,SCORELOGIX,Data Scientist - Hourly Intern,$11 - $12hourly,$11,$12,,,,
3810,Panjiva,Data Scientist,$109K - $119K,$109K,$119K,$109K - $117K,$109K - $117K,,
3811,Ayasdi,Data Scientist - Hourly Intern,$12 - $13hourly,$12,$13,,,,
3812,MFI,Data Scientist,$71K - $77K,$71K,$77K,$71K - $77K,$71K - $77K,,
3813,Precise Software Solutions (MD),Data Scientist - Hourly Intern,$24 - $26hourly,$24,$26,,,,
3814,Learnetic Latin America,Data Scientist,$80K - $86K,$80K,$86K,,,,
3815,everis,Data Scientist,$125K - $136K,$125K,$136K,$123K - $134K,$123K - $134K,,
3816,FICO,Data Scientist - Hourly Contractor,$87 - $94hourly,$87,$94,,,,
3817,Niyam IT,Data Scientist,$144K - $158K,$144K,$158K,$146K - $157K,$146K - $157K,,
3818,KellyMitchell Group,Data Scientist - Hourly,$27 - $29hourly,$27,$29,$27 - $29,$27 - $29,,
3819,VMware,Data Scientist,$132K - $142K,$132K,$142K,$131K - $142K,$131K - $142K,,
3820,Dotdash,Data Scientist - Hourly Intern,$15 - $17hourly,$15,$17,,,,
3821,Genentech,Data Scientist - Contractor,$163K - $177K,$163K,$177K,,,,
3822,EverQuote,Data Scientist,$68K - $74K,$68K,$74K,$68K - $74K,$68K - $74K,,
3823,ERPi,Data Scientist,$82K - $89K,$82K,$89K,$83K - $90K,$83K - $90K,,
3824,Broadcom,Data Scientist,$107K - $115K,$107K,$115K,$107K - $116K,$107K - $116K,$11K - $11K,
3825,Sama Artificial Intelligence,Data Scientist,$152K - $165K,$152K,$165K,$153K - $167K,$153K - $167K,$3K - $3K,$5K - $6K
3826,Darwill,Data Scientist,$89K - $97K,$89K,$97K,$88K - $97K,$88K - $97K,,
3827,Valiant Marketing Group,Data Scientist - Contractor,$39K - $42K,$39K,$42K,,,,
3828,Lighter Capital,Data Scientist,$83K - $90K,$83K,$90K,$84K - $90K,$84K - $90K,,
3829,Argus,Data Scientist,$99K - $107K,$99K,$107K,,,,
3830,Maze Therapeutics,Data Scientist,$127K - $138K,$127K,$138K,$127K - $138K,$127K - $138K,,
3831,YourMechanic,Data Scientist,$137K - $150K,$137K,$150K,$138K - $150K,$138K - $150K,,
3832,AXIS Capital,Data Scientist - Hourly Intern,$23 - $24hourly,$23,$24,,,,
3833,Temple University,Data Scientist - Hourly Intern,$15 - $16hourly,$15,$16,,,,
3834,Inteliquet,Data Scientist,$97K - $105K,$97K,$105K,$98K - $106K,$98K - $106K,,
3835,Mattermark,Data Scientist,$130K - $139K,$130K,$139K,$130K - $140K,$130K - $140K,,
3836,Mini-Circuits,Data Scientist,$97K - $105K,$97K,$105K,$97K - $104K,$97K - $104K,$5K - $5K,
3837,Ubisoft,Data Scientist - Hourly Intern,$16 - $18hourly,$16,$18,,,,
3838,Perspecta,Data Scientist - Hourly Intern,$21 - $23hourly,$21,$23,,,,
3839,ENDOR,Data Scientist - Monthly,$7K - $7K,$7K,$7K,$7K - $7K,$7K - $7K,,
3840,Millennial Media,Data Scientist,$132K - $145K,$132K,$145K,$133K - $145K,$133K - $145K,,
3841,Narvii,Data Scientist,$73K - $79K,$73K,$79K,$73K - $79K,$73K - $79K,,
3842,Clarify Health Solutions,Data Scientist - Hourly Intern,$22 - $24hourly,$22,$24,,,,
3843,Graphiq,Data Scientist,$81K - $88K,$81K,$88K,$83K - $89K,$83K - $89K,,
3844,Hypefactors,Data Scientist,$97K - $105K,$97K,$105K,$98K - $106K,$98K - $106K,,
3845,"AIM Consulting Group, LLC",Data Scientist - Hourly Contractor,$64 - $69hourly,$64,$69,,,,
3846,Funding Circle,Data Scientist,$109K - $116K,$109K,$116K,$108K - $116K,$108K - $116K,,
3847,Juvo+,Data Scientist,$57K - $62K,$57K,$62K,$58K - $62K,$58K - $62K,,
3848,Anagh Technology,Data Scientist - Hourly,$40 - $43hourly,$40,$43,$40 - $43,$40 - $43,,
3849,Elevate (Romania),Data Scientist - Hourly Intern,$37 - $40hourly,$37,$40,,,,
3850,Turnitin,Data Scientist,$95K - $103K,$95K,$103K,$95K - $102K,$95K - $102K,,
3851,Business Imaging Systems,Data Scientist,$70K - $76K,$70K,$76K,$70K - $76K,$70K - $76K,,
3852,ICF,Data Scientist - Hourly Intern,$26 - $27hourly,$26,$27,,,,
3853,Cleerly,Data Scientist,$98K - $106K,$98K,$106K,$97K - $106K,$97K - $106K,,
3854,Factual,Data Scientist,$144K - $154K,$144K,$154K,$142K - $156K,$142K - $156K,,
3855,Enverus,Data Scientist,$106K - $114K,$106K,$114K,$106K - $115K,$106K - $115K,,
3856,Chatdesk,Data Scientist,$88K - $94K,$88K,$94K,$87K - $96K,$87K - $96K,,
3857,IMF,Data Scientist,$48K - $53K,$48K,$53K,$48K - $53K,$48K - $53K,,
3858,MACIMEX,Data Scientist,$84K - $92K,$84K,$92K,$85K - $92K,$85K - $92K,,
3859,Vungle,Data Scientist - Hourly Intern,$20 - $22hourly,$20,$22,,,,
3860,Toptal,Data Scientist - Monthly,$5K - $6K,$5K,$6K,$5K - $6K,$5K - $6K,,
3861,USAA Real Estate,Data Scientist - Hourly Intern,$33 - $35hourly,$33,$35,,,,
3862,Pentair,Data Scientist,$125K - $136K,$125K,$136K,$126K - $137K,$126K - $137K,,
3863,Marathon Petroleum,Data Scientist,$29K - $31K,$29K,$31K,$29K - $32K,$29K - $32K,,
3864,Data Junkies International,Data Scientist,$78K - $85K,$78K,$85K,$78K - $84K,$78K - $84K,,
3865,Yanfeng Automotive Interiors,Data Scientist,$116K - $126K,$116K,$126K,$116K - $126K,$116K - $126K,,
3866,Omniclaim,Data Scientist,$69K - $74K,$69K,$74K,$69K - $74K,$69K - $74K,,
3867,MSCI,Data Scientist - Hourly Intern,$24 - $26hourly,$24,$26,,,,
3868,Vida (CA),Data Scientist - Hourly Intern,$16 - $18hourly,$16,$18,,,,
3869,Penske Truck Leasing,Data Scientist,$88K - $95K,$88K,$95K,$88K - $95K,$88K - $95K,,
3870,CK-12 Foundation,Data Scientist,$189K - $206K,$189K,$206K,$189K - $206K,$189K - $206K,,
3871,Axiologic Solutions,Data Scientist,$165K - $177K,$165K,$177K,$164K - $179K,$164K - $179K,,
3872,Nickerson,Data Scientist,$117K - $128K,$117K,$128K,$118K - $129K,$118K - $129K,,
3873,Next Level Recruiting,Data Scientist,$69K - $75K,$69K,$75K,$68K - $75K,$68K - $75K,,
3874,Losch Engineering,Data Scientist - Intern,$58K - $63K,$58K,$63K,,,,
3875,Facebook,Data Scientist - Hourly,$77 - $83hourly,$77,$83,$44,No Reports,,
3876,Rovi,Data Scientist,$103K - $111K,$103K,$111K,,,,
3877,Decisive Analytics Corporation,Data Scientist,$133K - $143K,$133K,$143K,$134K - $143K,$134K - $143K,,
3878,Tellon Trading,Data Scientist,$77K - $83K,$77K,$83K,$76K - $84K,$76K - $84K,,
3879,Trusted Insight,Data Scientist,$71K - $78K,$71K,$78K,$71K - $76K,$71K - $76K,,
3880,Class Valuation,Data Scientist - Hourly Intern,$24 - $26hourly,$24,$26,,,,
3881,o9 Solutions,Data Scientist - Hourly Intern,$29 - $31hourly,$29,$31,,,,
3882,FARFETCH,Data Scientist,$97K - $105K,$97K,$105K,$98K - $107K,$98K - $107K,,
3883,Tata Consultancy Services,Data Scientist,$95K - $103K,$95K,$103K,"$119,351","$4,353","$4,353",
3884,Accenture,Data Scientist - Hourly Contractor,$56 - $61hourly,$56,$61,,,,
3885,Dow,Data Scientist - Intern,$117K - $126K,$117K,$126K,,,,
3886,CAN Capital,Data Scientist,$73K - $79K,$73K,$79K,$73K - $79K,$73K - $79K,,
3887,Samsung NEXT,Data Scientist,$130K - $143K,$130K,$143K,$130K - $143K,$130K - $143K,$26K - $29K,
3888,L.L. Bean,Data Scientist,$105K - $114K,$105K,$114K,$107K - $115K,$107K - $115K,,
3889,"ReqRoute, Inc.",Data Scientist - Hourly Contractor,$54 - $59hourly,$54,$59,,,,
3890,Visiting Nurse Service of New York,Data Scientist,$106K - $115K,$106K,$115K,$106K - $116K,$106K - $116K,,
3891,Bridg,Data Scientist,$111K - $121K,$111K,$121K,$111K - $121K,$111K - $121K,,
3892,TSA (Transportation Security Administration),Data Scientist,$126K - $138K,$126K,$138K,$125K - $136K,$125K - $136K,,
3893,Stitch Fix,Data Scientist - Monthly Intern,$4K - $4K,$4K,$4K,,,,
3894,Biofire,Data Scientist,$86K - $92K,$86K,$92K,$85K - $93K,$85K - $93K,,
3895,Software Engineering Institute,Data Scientist - Hourly Intern,$30 - $32hourly,$30,$32,,,,
3896,PROG LEASING,Data Scientist,$115K - $125K,$115K,$125K,$114K - $123K,$114K - $123K,,
3897,Sriven Systems,Data Scientist - Hourly,$48 - $52hourly,$48,$52,$48 - $52,$48 - $52,,
3898,Explorium,Data Scientist - Monthly,$7K - $7K,$7K,$7K,$7K - $7K,$7K - $7K,,
3899,Tiger Analytics,Data Scientist,$104K - $112K,$104K,$112K,$102K - $112K,$102K - $112K,,
3900,Laura,Data Scientist - Monthly,$8K - R$8K,R$8K,R$8K,R$8K - R$8K,R$8K - R$8K,R$6K - R$6K,
3901,SimVentions,Data Scientist,$105K - $116K,$105K,$116K,$106K - $115K,$106K - $115K,,
3902,Analog Devices,Data Scientist,$125K - $136K,$125K,$136K,$125K - $136K,$125K - $136K,,
3903,Path,Data Scientist,$138K - $151K,$138K,$151K,$140K - $150K,$140K - $150K,,
3904,Gilead Sciences,Data Scientist,$133K - $145K,$133K,$145K,$134K - $145K,$134K - $145K,$13K - $14K,$8K - $8K
3905,Ingenworks,Data Scientist,$95K - $103K,$95K,$103K,$94K - $102K,$94K - $102K,,
3906,Viral Launch,Data Scientist,$99K - $106K,$99K,$106K,$99K - $106K,$99K - $106K,,
3907,Allant Group,Data Scientist,$64K - $69K,$64K,$69K,$64K - $69K,$64K - $69K,,
3908,Petal,Data Scientist,$132K - $143K,$132K,$143K,$132K - $143K,$132K - $143K,$13K - $14K,
3909,Nexant,Data Scientist,$95K - $103K,$95K,$103K,$94K - $103K,$94K - $103K,,
3910,HomeUnion,Data Scientist,$87K - $94K,$87K,$94K,$87K - $94K,$87K - $94K,,
3911,American Hotel Register,Data Scientist - Contractor,$145K - $157K,$145K,$157K,,,,
3912,Smartsheet,Data Scientist,$98K - $107K,$98K,$107K,$97K - $106K,$97K - $106K,,
3913,MICROS Systems,Data Scientist,$89K - $96K,$89K,$96K,$89K - $95K,$89K - $95K,,
3914,University of Maryland Global Campus,Data Scientist,$119K - $128K,$119K,$128K,$119K - $129K,$119K - $129K,,
3915,Plymouth Rock Management Co. of New Jersey,Data Scientist,$95K - $102K,$95K,$102K,$93K - $102K,$93K - $102K,,
3916,EMAS Pro,Data Scientist - Hourly Intern,$15 - $16hourly,$15,$16,,,,
3917,Florida Department of Transportation,Data Scientist,$66K - $72K,$66K,$72K,$66K - $71K,$66K - $71K,,
3918,Visual IQ,Data Scientist,$103K - $110K,$103K,$110K,$101K - $111K,$101K - $111K,,
3919,adRise,Data Scientist,$144K - $155K,$144K,$155K,$142K - $155K,$142K - $155K,,
3920,Volt Athletics,Data Scientist,$98K - $106K,$98K,$106K,$97K - $105K,$97K - $105K,,
3921,Dexcom,Data Scientist - Hourly Intern,$21 - $23hourly,$21,$23,,,,
3922,ONE Gas,Data Scientist,$88K - $95K,$88K,$95K,$88K - $95K,$88K - $95K,,
3923,Staples,Data Scientist - Hourly Intern,$36 - $39hourly,$36,$39,,,,
3924,BIS Consulting,Data Scientist,$88K - $96K,$88K,$96K,$88K - $96K,$88K - $96K,,
3925,Black Box,Data Scientist,$78K - $85K,$78K,$85K,$78K - $84K,$78K - $84K,,
3926,Arc Bio,Data Scientist,$98K - $106K,$98K,$106K,$97K - $106K,$97K - $106K,,
3927,Shippensburg University,Data Scientist,$96K - $102K,$96K,$102K,$95K - $103K,$95K - $103K,,
3928,NRG Systems,Data Scientist,$85K - $92K,$85K,$92K,$86K - $93K,$86K - $93K,,
3929,M2 Resources,Data Scientist,$103K - $110K,$103K,$110K,,,,
3930,PENFED Credit Union,Data Scientist,$93K - $102K,$93K,$102K,$93K - $100K,$93K - $100K,,
3931,PreciseTarget,Data Scientist,$128K - $137K,$128K,$137K,$127K - $138K,$127K - $138K,,
3932,West Chester University,Data Scientist,$70K - $76K,$70K,$76K,$71K - $76K,$71K - $76K,,
3933,Blume Global,Data Scientist,$130K - $142K,$130K,$142K,$130K - $140K,$130K - $140K,,
3934,BSI Financial,Data Scientist,$118K - $129K,$118K,$129K,$118K - $129K,$118K - $129K,,
3935,Kaplan Test Prep,Data Scientist,$106K - $114K,$106K,$114K,$106K - $114K,$106K - $114K,,
3936,Intralinks,Data Scientist - Hourly Intern,$26 - $28hourly,$26,$28,,,,
3937,Coursera,Data Scientist,$121K - $132K,$121K,$132K,$122K - $132K,$122K - $132K,,
3938,Millennium Software,Data Scientist,$88K - $96K,$88K,$96K,$88K - $96K,$88K - $96K,,
3939,JBS USA Holdings,Data Scientist,$78K - $84K,$78K,$84K,$77K - $84K,$77K - $84K,,
3940,Jacksonville Transportation Authority,Data Scientist - Hourly Intern,$15 - $16hourly,$15,$16,,,,
